Symbol,Company_Name,StartDate,EndDate,AdjEndDate,Total_Return,Price,MarketCap,EnterpriseValue,Sales,EBIT,OCF,FCF,Capex,EBIT_ROIC,OCF_ROIC,FCF_ROIC,Sales_Capital,CurrentAssets,Cash,AccountsPayable,NetFixedAssets,TangibleCapital,ROA,ROE,EBITMargin,NetMargin,NetIncome,TotalAssets,ShareHoldersEquity,NetEquityChange,BuyBackYield,EBIT_EV,OCF_EV,FCF_EV,EBIT1year,EBITGrowth1year,EBIT3year,EBITGrowth3year,EBIT5year,EBITGrowth5year,Sales1year,SalesGrowth1year,Sales3year,SalesGrowth3year,Sales5year,SalesGrowth5year,OCF1year,OCFGrowth1year,OCF3year,OCFGrowth3year,OCF5year,OCFGrowth5year,SharesOutstanding,SharesOutstanding1year,NetRepurchase1year,DividendsPerShare,DividendYield,ShareholderYield1,ShareholderYield2,Sector,Cash,Investments,Cash+LT,ST_Debt,LT_Debt,Net_Cash,R_D
OAS-US,Oasis Petroleum Inc,12/31/2021,12/31/2021,12/31/2021,0,125.99,2488.252,3274.0479,1408.683,573.588,788.032,592.01,196.022,0.294158176,0.404133378,0.303605693,0.722427287,544.93225,242.70075,5.03075,1652.72975,1949.9305,0.333073135,0.989410512,0.407180324,0.618297374,870.985,2614.99625,880.307,-72.168,-0.029003493,0.175192306,0.240690431,0.180818979,39.921,13.36807695,479.956,0.195084549,-151.692,-4.781267305,1309.073,0.076092013,1873.47,-0.24808884,668.741,1.106470218,407.864,0.932095012,971.14,-0.18854954,202.897,2.883901684,19.7496,320.931399,15.2500202,2,0.015874276,15.26589448,-0.013129217,#N/A,242.70075,218.14425,460.845,2.62075,870.01625,-411.792,#N/A
BRC-US,Brady Corporation Class A,12/31/2021,12/31/2021,12/31/2021,0,53.9,2793.7087,2743.7188,1188.946,168.638,170.318,141.122,29.196,0.421192761,0.425388754,0.352468393,2.9695291,539.648,226.06925,75.3415,162.14475,400.382,0.099860491,0.138207559,0.141838233,0.110370025,131.224,1314.07325,949.4705,18.041,0.006457724,0.061463296,0.062075603,0.051434571,153.119,0.101352543,153.665,0.097439235,121.673,0.385993606,1071.579,0.109527156,1176.896,0.010238798,1117.728,0.063716754,164.967,0.03243679,127.141,0.339599342,143.402,0.187696127,51.831328,52.036277,0.003954153,0.9,0.016697588,0.020651741,0.023155312,Industrials,226.06925,19.51275,245.582,16.88175,52.439,176.26125,48.255
ALGT-US,Allegiant Travel Company,12/31/2021,12/31/2021,12/31/2021,0,187.04,3383.1233,3971.9834,1457.587,32.284,331.492,82.398,249.094,0.013394094,0.137530515,0.034185559,0.604728592,1180.2495,947.028,41.12325,2218.21775,2410.316,0.030985321,0.117795216,0.022148935,0.075708002,110.351,3561.396,936.80375,-335.139,-0.099062012,0.008127929,0.083457549,0.0207448,-36.28,-1.88985667,241.517,-0.86632825,395.412,-0.918353515,1204.586,0.210031496,1633.616,-0.107754209,1337.044,0.090156345,397.508,-0.166074645,384.86,-0.138668607,405.85,-0.183215474,18.0877,16.298,-0.098945692,0,0,-0.098945692,-0.099062012,Industrials,947.028,0,947.028,180.4575,1551.87975,-785.30925,#N/A
WSFS-US,WSFS Financial Corporation,12/31/2021,12/31/2021,12/31/2021,0,50.12,2384.1033,769.0493,664.38,#N/A,225.393,216.992,8.401,#N/A,#N/A,#N/A,#N/A,2083.10825,#N/A,#N/A,243.7115,#N/A,0.018457535,0.149534296,#N/A,0.41387158,274.968,14897.33075,1838.829,128.356,0.053838271,#N/A,0.293080041,0.282156163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,716.603,-0.072875776,418.741,0.586613205,306.504,1.167606296,156.916,0.43639272,148.229,0.520572897,104.534,1.156169285,47.5679,50.673444,0.065286548,0.52,0.0103751,0.075661648,0.064213371,Financials,#N/A,171.658,#N/A,10.80075,441.30275,#N/A,#N/A
PLXS-US,Plexus Corp.,12/31/2021,12/31/2021,12/31/2021,0,95.89,2685.8406,2716.5205,3368.865,176.065,142.577,85.478,57.099,0.125768732,0.101847207,0.061059607,2.406485556,1807.07675,307.36375,553.643,453.84075,1399.91075,0.059797307,0.136536504,0.052262409,0.041234065,138.912,2323.04775,1017.39825,104.897,0.039055557,0.06481269,0.052485155,0.031465987,160.76,0.095204031,111.988,0.572177376,111.727,0.575850063,3390.394,-0.006349999,2873.508,0.172387549,2556.004,0.318020238,210.368,-0.322249582,66.831,1.133396178,127.738,0.116167468,28.0096,29.002,0.035430709,0,0,0.035430709,0.039055557,Information Technology,307.36375,0,307.36375,90.7725,223.64175,-7.0505,#N/A
MWA-US,"Mueller Water Products, Inc. Class A",12/31/2021,12/31/2021,12/31/2021,0,14.4,2258.6687,2506.6687,1111,139.7,150.7,88,62.7,0.228174765,0.246141282,0.143732136,1.814618212,619.55,226.825,77.875,297.4,612.25,0.048253054,0.104192104,0.125742574,0.063366337,70.4,1458.975,675.675,8.1,0.003586183,0.055731338,0.060119632,0.035106355,129.8,0.076271186,123.2,0.133928571,145.5,-0.039862543,964.1,0.152370086,916,0.212882096,1138.9,-0.024497322,139.2,0.082614943,133.1,0.132231405,145.1,0.038594073,156.852,158.06475,0.007731811,0.232,0.016111111,0.023842922,0.019697294,#N/A,226.825,0,226.825,4.9,469.15,-247.225,#N/A
MGNI-US,"Magnite, Inc.",12/31/2021,12/31/2021,12/31/2021,0,17.5,2306.7275,2912.5105,389.13,-38.057,69.973,36.609,33.364,-0.573102277,1.053726927,0.551296772,5.859928244,868.27675,241.8695,637.5605,77.5585,66.40525,0.003042586,0.008837736,-0.097800221,0.014128954,5.498,1807.01575,622.105,-20.548,-0.008907858,-0.013066734,0.024024978,0.012569568,-46.496,-0.181499484,-77.527,-0.509112954,15.263,-3.493415449,188.111,1.06861906,114.65,2.394068905,299.561,0.299000871,-1.863,-38.55931294,-10.23,-7.83998045,104.482,-0.330286557,131.813,110.712,-0.160082845,0,0,-0.160082845,-0.008907858,#N/A,241.8695,0.0135,241.883,13.913,496.544,-268.574,67.082
TROX-US,Tronox Holdings Plc,12/31/2021,12/31/2021,12/31/2021,0,24.03,3697.4243,6176.4243,3469,513,800,551,249,0.125966851,0.196439533,0.135297729,0.851810927,2364,508.75,375.75,2593,4072.5,0.039030532,0.134380927,0.147881234,0.071490343,248,6354,1845.5,-6,-0.001622751,0.083057765,0.12952478,0.089210192,270,0.9,224,1.290178571,-23,-23.30434783,2673,0.297792742,1854,0.871089536,2080,0.667788462,331,1.416918429,215,2.720930233,294,1.721088435,153.867,143.530571,-0.067177686,0.4,0.016645859,-0.050531827,0.015023108,#N/A,508.75,0,508.75,192.5,2942.25,-2626,#N/A
AXNX-US,"Axonics, Inc.",12/31/2021,12/31/2021,12/31/2021,0,56,2583.532,2364.397,161.938,-60.595,-69.011,-71.211,2.2,-0.61178181,-0.696751786,-0.71896352,1.634965307,304.6825,208.02,10.51625,12.9005,99.04675,-0.159350635,-0.189217677,-0.374186417,-0.470853043,-76.249,478.49825,402.96975,-197.472,-0.076434896,-0.025628099,-0.029187569,-0.030118039,-65.542,-0.075478319,-27.62477,1.193502426,#N/A,#N/A,86.698,0.867840089,0.213357,758.0001734,#N/A,#N/A,-83.992,-0.178362225,-27.400881,1.518568655,#N/A,#N/A,46.1345,39.753638,-0.138309985,0,0,-0.138309985,-0.076434896,#N/A,208.02,0,208.02,6.68025,27.474,173.86575,35.255
COLB-US,"Columbia Banking System, Inc.",12/31/2021,12/31/2021,12/31/2021,0,32.72,2569.0862,2457.7832,614.741,#N/A,224.372,218.856,5.516,#N/A,#N/A,#N/A,#N/A,870.45625,#N/A,#N/A,175.104,#N/A,0.012343683,0.093830675,#N/A,0.354080824,217.668,17633.9585,2319.79575,1.773,0.000690129,#N/A,0.091290395,0.089046096,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,621.961,-0.011608445,566.936,0.084321687,419.881,0.464083871,203.072,0.104888906,186.061,0.20590559,149.445,0.501368396,78.5173,71.613,-0.087933487,1.2,0.036674817,-0.051258671,0.037364945,Financials,#N/A,680.04325,#N/A,58.68525,56.49725,#N/A,#N/A
GO-US,Grocery Outlet Holding Corp.,12/31/2021,12/31/2021,12/31/2021,0,28.28,2715.3608,3995.018,3103.702,101.492,202.961,67.712,135.249,0.068657926,0.137300293,0.045806226,2.099611223,394.75075,120.80425,114.559,1318.8395,1478.227,0.031446389,0.083302352,0.032700304,0.025754728,79.935,2541.94525,959.57675,-11.126,-0.00409743,0.025404641,0.050803526,0.01694911,97.651,0.039333955,531.698,-0.809117206,#N/A,#N/A,2983.336,0.040346109,2236.446,0.387783117,#N/A,#N/A,68.887,1.94628885,#N/A,#N/A,#N/A,#N/A,96.017,93.904922,-0.021996917,0,0,-0.021996917,-0.00409743,Consumer Staples,120.80425,0,120.80425,43.72075,1362.7065,-1285.623,0
ACLS-US,"Axcelis Technologies, Inc.",12/31/2021,12/31/2021,12/31/2021,0,74.56,2483.7275,2268.3296,578.943,94.816,106.117,98.549,7.568,0.301008191,0.33688498,0.312859183,1.837944918,508.6645,225.26525,35.17075,66.76625,314.99475,0.117918568,0.157110503,0.163774327,0.133994193,77.575,657.86925,493.76075,32.386,0.013039273,0.041799922,0.046782002,0.043445626,57.178,0.65826017,59.201,0.601594568,13.446,6.051613863,460.084,0.258341955,453.288,0.277207868,268.08,1.159590421,62.418,0.700102535,33.182,2.198029052,-7.179,-15.78158518,33.3118,33.433,0.00363835,0,0,0.00363835,0.013039273,Information Technology,225.26525,0.75425,226.0195,3.84975,50.1335,172.03625,65.335
SITC-US,SITE Centers Corp.,12/31/2021,12/31/2021,12/31/2021,0,15.83,3343.581,5304.252,519.917,132.568,296.887,296.887,0,#N/A,#N/A,#N/A,#N/A,#N/A,98.651,#N/A,19.9345,#N/A,0.015664745,0.03154813,0.25497916,0.123450474,64.184,4097.35375,2034.47875,-68.799,-0.020576442,0.024992779,0.055971511,0.055971511,113.54,0.167588515,271.752,-0.512172863,271.366,-0.511478962,495.932,0.048363485,772.851,-0.327273951,1020.311,-0.490432819,218.073,0.361411087,-6.424,-47.21528643,499.708,-0.405879033,211.218,192.95433,-0.086468341,0.48,0.030322173,-0.056146168,0.009745731,Real Estate,98.651,265.33025,363.98125,35.27825,1856.76675,-1528.06375,#N/A
IBOC-US,International Bancshares Corporation,12/31/2021,12/31/2021,12/31/2021,0,42.39,2686.1355,1394.0424,616.896,#N/A,375.038,368.488,6.55,#N/A,#N/A,#N/A,#N/A,2193.434325,#N/A,#N/A,468.62825,#N/A,0.016383646,0.109768626,#N/A,0.398162737,245.625,14992.08375,2237.66125,-1.663,-0.000619105,#N/A,0.26902912,0.264330554,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,598.031,0.031545187,614.026,0.004674069,543.303,0.135454801,372.321,0.007297466,223.915,0.674912355,201.729,0.859117926,63.3672,63.272876,-0.00148853,1.2,0.028308563,0.026820033,0.027689458,Financials,#N/A,282.0735,#N/A,430.602,570.8985,#N/A,#N/A
NEU-US,NewMarket Corporation,12/31/2021,12/31/2021,12/31/2021,0,342.72,3645.5127,4266.467,2307.324,297.908,230.653,133.445,97.208,0.217789543,0.168621895,0.097556714,1.686799413,1260.219,404.06275,229.50375,741.2185,1367.871,0.103815339,0.300801776,0.129114073,0.104039138,240.052,2312.298,798.0405,91.711,0.02515723,0.069825455,0.054061827,0.031277636,303.803,-0.019404022,287.104,0.037630963,364.907,-0.183605686,2017.595,0.143601169,2311.345,-0.00173968,2027.446,0.138044614,336.781,-0.315124666,166.189,0.387895709,339.169,-0.319946693,10.637,10.921389,0.026735828,8.4,0.024509804,0.051245632,0.049667034,Materials,404.06275,0,404.06275,14.8875,945.911,-556.73575,145.44
GSHD-US,"Goosehead Insurance, Inc. Class A",12/31/2021,12/31/2021,12/31/2021,0,130.08,2575.376,2666.7659,145.732,11.989,36.405,20.95,15.455,#N/A,#N/A,#N/A,#N/A,#N/A,30.352,#N/A,48.4675,#N/A,0.036526762,-1.391687991,0.08226745,0.054113029,7.886,215.8965,-5.6665,-4.664,-0.001810998,0.004495708,0.013651367,0.007855958,21.34,-0.43819119,#N/A,#N/A,#N/A,#N/A,105.739,0.37822374,#N/A,#N/A,#N/A,#N/A,19.789,0.839658396,#N/A,#N/A,#N/A,#N/A,19.7984,17.499,-0.116140698,0,0,-0.116140698,-0.001810998,#N/A,30.352,0,30.352,7.89275,128.992,-106.53275,#N/A
SKIN-US,Beauty Health Company Class A,12/31/2021,12/31/2021,12/31/2021,0,24.16,3615.3022,3627.6924,134.655,-33.61933,-32.733476,-39.819476,7.086,-0.959684443,-0.934397196,-1.136671422,3.843809757,244.8742078,206.5268073,8.8615,5.54575,35.0316505,-0.603188793,-1.909850671,-0.24967012,-2.539791289,-341.995596,566.9793608,179.069286,-464.567464,-0.128500313,-0.009267415,-0.009023223,-0.01097653,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,149.64,57.5,-0.615744453,0,0,-0.615744453,-0.128500313,#N/A,206.5268073,230.070653,436.5974603,0.5385,182.2145,253.8444603,4.868
SABR-US,Sabre Corp.,12/31/2021,12/31/2021,12/31/2021,0,8.59,2778.324,6607.2793,1501.952,-698.964,-669.206,-716.776,47.57,-0.90542193,-0.8668741,-0.928495186,1.945594164,1683.11275,1237.87625,101.17225,427.91175,771.976,-0.183552347,27.77826414,-0.465370398,-0.701386596,-1053.449,5739.22925,-37.9235,23.076,0.008305727,-0.105786961,-0.101283141,-0.108482776,-643.153,0.086777174,559.393,-2.249504373,513.796,-2.360392062,1961.808,-0.234404182,3824.89,-0.607321518,3302.222,-0.545169283,-430.174,0.555663522,756.753,-1.884312319,572.031,-2.169877157,323.437,317.233,-0.019181479,0,0,-0.019181479,0.008305727,Information Technology,1237.87625,23.47875,1261.355,58.4445,4785.728,-3582.8175,1055.877
FOUR-US,"Shift4 Payments, Inc. Class A",12/31/2021,12/31/2021,12/31/2021,0,57.93,3282.4348,3868.1348,1201.4,9,32,-41.1,73.1,0.076013514,0.27027027,-0.347128378,10.14695946,1100.175,940.125,103.15,61.5,118.4,-0.026516183,-0.145667047,0.00749126,-0.042533711,-51.1,1927.125,350.8,-0.4,-0.000121861,0.002326703,0.008272721,-0.010625276,-60.8,-1.148026316,#N/A,#N/A,#N/A,#N/A,758.1,0.584751352,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56.66209,44.470317,-0.215166313,0,0,-0.215166313,-0.000121861,#N/A,940.125,18.75,958.875,0.225,1244.05,-285.4,#N/A
SJI-US,"South Jersey Industries, Inc.",12/31/2021,12/31/2021,12/31/2021,0,26.12,2937.1418,6323.629,1869.702,333.834,331.366,-183.773,515.139,0.069262799,0.068750747,-0.038128628,0.387919727,523.60425,44.43625,250.4325,4591.08125,4819.81675,0.023840701,0.091357516,0.178549309,0.086901014,162.479,6815.194,1778.49625,-326.942,-0.111312978,0.052791522,0.05240124,-0.029061319,250.867,0.330721059,170.28901,0.960396622,149.327,1.235590349,1506.805,0.240838728,1412.106011,0.32405215,929.597,1.011303823,253.836,0.305433429,236.636,0.400319478,231.341,0.432370397,112.448,100.336388,-0.107708559,1.24,0.047473201,-0.060235358,-0.063839777,Utilities,44.43625,95.683,140.11925,344.54325,3053.5785,-3258.0025,#N/A
UCTT-US,"Ultra Clean Holdings, Inc.",12/31/2021,12/31/2021,12/31/2021,0,57.36,2575.464,2814.7642,1856.128,164.274,214.4,161.8,52.6,0.317315047,0.414139463,0.312536218,3.585335136,808.325,343.25,197.125,249.75,517.7,0.063692074,0.145319637,0.088503595,0.052019042,96.554,1515.95,664.425,-193.4,-0.075093265,0.058361549,0.076169791,0.057482613,94.804,0.732774988,73.128,1.246389892,6.407,24.639769,1315.413,0.411061013,1088.02,0.70596864,491.634,2.775426435,84.827,1.527497141,26.61,7.057121383,5.865,35.55583973,44.9,39.9,-0.111358575,0,0,-0.111358575,-0.075093265,Information Technology,343.25,0.8,344.05,29.625,457.1,-142.675,20.787
ABR-US,"Arbor Realty Trust, Inc.",12/31/2021,12/31/2021,12/31/2021,0,18.32,2757.2883,12019.293,766.729,538.808,-221.263,-221.263,0,#N/A,#N/A,#N/A,#N/A,#N/A,621.16775,#N/A,0,#N/A,0.034911998,0.192495889,0.702735908,0.421439648,323.13,9255.55725,1678.63325,-715.361,-0.259443672,0.044828593,-0.018408986,-0.018408986,379.465,0.41991488,291.04873,0.851263876,85.54585,5.298470352,605.77,0.265709758,455.394726,0.683658058,157.597876,3.865097294,20.226,-11.93953327,-119.493452,0.851674684,149.783304,-2.477220719,150.507,115.930351,-0.229734491,1.38,0.075327511,-0.15440698,-0.184116161,#N/A,621.16775,410.744,1031.91175,1638.04475,5524.105,-6130.238,#N/A
CXP-US,"Columbia Property Trust, Inc.",12/31/2021,12/31/2021,12/7/2021,0,19.28,2215.253,3590.514,253.107,-16.03,131.781,45.948,85.833,#N/A,#N/A,#N/A,#N/A,#N/A,35.12775,#N/A,38.576,#N/A,0.017218027,0.027140078,-0.063332899,0.276112474,69.886,4058.8855,2575.011,2.042,0.000921791,-0.004464542,0.036702545,0.012797054,25.247,-1.634926922,52.408,-1.305869333,103.686,-1.154601393,306.434,-0.174024423,294.045,-0.139223588,500.454,-0.494245225,127.875,0.030545455,86.969,0.51526406,197.805,-0.333783271,114.899,114.465006,-0.003777178,0.84,0.043568465,0.039791287,0.044490256,#N/A,35.12775,1294.62075,1329.7485,115.532,1179.54275,34.67375,#N/A
HTH-US,Hilltop Holdings Inc.,12/31/2021,12/31/2021,12/31/2021,0,35.14,2774.6755,1349.5195,2180.497,#N/A,-207.953,-242.447,34.494,#N/A,#N/A,#N/A,#N/A,4102.8765,#N/A,1462.78575,321.44475,#N/A,0.023939809,0.173910315,#N/A,0.193207328,421.288,17597.8015,2422.444,317.045,0.114263812,#N/A,-0.154094105,-0.179654314,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2104.236,0.036241657,1634.494,0.334050171,1708.656,0.276147452,14.56,-15.28248626,-353.068,-0.411011477,-11817.588,-0.982403093,78.9606,90.238435,0.142828639,0.48,0.013659647,0.156488286,0.127923459,Financials,#N/A,2629.0265,#N/A,826.41725,510.7775,#N/A,#N/A
IRT-US,"Independence Realty Trust, Inc.",12/31/2021,12/31/2021,12/31/2021,0,25.83,2715.043,3725.467,226.309,43.852,88.118,45.878,42.24,#N/A,#N/A,#N/A,#N/A,#N/A,13.8955,#N/A,2.50475,#N/A,0.013027238,0.032186528,0.193770464,0.103398451,23.4,1796.2365,727.01225,-140.064,-0.051588133,0.011770873,0.023652874,0.012314698,40.603,0.080018718,46.919,-0.065367975,35.737,0.22707558,208.207,0.086942322,183.685,0.232049432,154.915,0.460859181,76.21,0.15625246,64.178,0.373025024,47.088,0.871347265,105.112,94.823806,-0.097878396,0.0836,0.003236547,-0.09464185,-0.048351587,Real Estate,13.8955,7.14925,21.04475,35.2225,959.757,-973.93475,#N/A
LGND-US,Ligand Pharmaceuticals Incorporated,12/31/2021,12/31/2021,12/31/2021,0,154.46,2581.2737,2588.6448,274.65,22.356,45.573,34.549,11.024,0.166672569,0.339764223,0.257576068,2.047621266,445.2425,344.0675,9.43975,42.396,134.13125,0.052678201,0.08947762,0.081398143,0.248734753,68.315,1296.83625,763.487,-19.428,-0.007526517,0.008636179,0.017604965,0.013346366,4.681,3.775902585,158.928,-0.859332528,36.642,-0.389880465,143.432,0.914844665,242.327,0.133385879,91.98,1.985975212,46.71,-0.024341683,192.797,-0.763621841,55.073,-0.17249832,16.7116,16.091,-0.037135882,0,0,-0.037135882,-0.007526517,Health Care,344.0675,0,344.0675,5.1585,363.69375,-24.78475,72.335
GHC-US,Graham Holdings Co.,12/31/2021,12/31/2021,12/31/2021,0,629.83,3119.3408,3303.8208,3110.054,90.295,228.819,74.414,154.405,0.077357483,0.196033689,0.063751921,2.664443765,1738.45725,979.1465,436.014,843.9465,1167.24325,0.076505519,0.129004027,0.029033258,0.161240287,501.466,6554.63825,3887.212,40.72,0.01305404,0.027330477,0.069258902,0.022523619,167.104,-0.459647884,277.423,-0.6745223,281.189,-0.678881464,2865.588,0.085310938,2682.696,0.159301688,2468.678,0.259805451,333.77,-0.314441082,239.056,-0.042822602,105.55,1.167873046,4.952671,5.006473,0.010863229,6.04,0.009589889,0.020453118,0.022643929,Consumer Discretionary,979.1465,165.3035,1144.45,138.28125,919.5165,86.65225,#N/A
DRNA-US,"Dicerna Pharmaceuticals, Inc.",12/31/2021,12/31/2021,12/27/2021,0,38.22,2977.7012,2476.6123,192.85,-121.272,31.811,19.318,12.493,-1.067911236,0.280125044,0.170112716,1.698221205,604.6745,568.23625,10.0815,87.20325,113.56,-0.164762786,-1.030766523,-0.628841068,-0.645257973,-124.438,755.2555,120.72375,-33.546,-0.011265737,-0.048966889,0.012844562,0.007800171,-122.922,-0.013423146,-60.693,0.998121694,-61.354,0.976594843,130.431,0.478559545,6.053,30.86023459,0.162,1189.432099,221.141,-0.856150601,-49.296,-1.645305907,-50.427,-1.630832689,77.9095,74.680999,-0.041439118,0,0,-0.041439118,-0.011265737,#N/A,568.23625,55.03875,623.275,4.08675,54.26075,564.9275,222.87
PCRX-US,"Pacira Biosciences, Inc.",12/31/2021,12/31/2021,12/31/2021,0,60.17,2680.2424,2540.9443,513.313,112.566,149.169,98.061,51.108,0.326875875,0.433165853,0.28475539,1.490588954,746.70025,613.0445,9.90375,220.61725,344.36925,0.047006263,0.092104103,0.219293102,0.120051509,61.624,1310.97425,669.069,-30.986,-0.011560895,0.044300853,0.058706127,0.038592345,40.646,1.769423806,13.74,7.192576419,-30.476,-4.69359496,421.097,0.218989924,321.24,0.597911219,272.79,0.881714872,56.269,1.650997885,44.581,2.346021848,33.139,3.501312653,44.5445,43.312638,-0.027654637,0,0,-0.027654637,-0.011560895,Health Care,613.0445,32.6075,645.652,158.7945,388.483,98.3745,55.361
MGLN-US,"Magellan Health, Inc.",12/31/2021,12/31/2021,12/31/2021,0,94.99,2501.2861,1834.8252,4821.495,26.932,185.409,117.935,67.474,0.02951351,0.203180987,0.12923941,5.28364919,2099.7775,1204.20575,147.803,164.7625,912.53125,-0.000839628,-0.001447639,0.005585819,-0.000573266,-2.764,3291.93525,1909.31575,-33.641,-0.013449481,0.014678237,0.101049953,0.064275878,104.588,-0.742494359,146.647,-0.816348101,157.732,-0.829254685,5867.156,-0.178222805,7163.921,-0.326975409,4842.242,-0.004284586,25.575,6.249618768,83.61,1.217545748,51.203,2.62105736,26.3321,25.607,-0.027536733,0,0,-0.027536733,-0.013449481,Health Care,1204.20575,2.60675,1206.8125,16.6275,579.97875,610.20625,#N/A
CERT-US,"Certara, Inc.",12/31/2021,12/31/2021,12/31/2021,0,28.42,4538.077,4415.71,275.399,-34.175,39.557,33.072,6.485,-0.466724936,0.540226432,0.451661363,3.761099654,385.9505,308.64125,7.449,3.36275,73.223,-0.044522143,-0.067160816,-0.12409268,-0.21065436,-58.014,1303.037,863.80725,-133.351,-0.029384913,-0.007739412,0.008958242,0.007489622,34.606,-1.987545512,#N/A,#N/A,#N/A,#N/A,232.746,0.183259863,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,159.679,152.979479,-0.041956181,0,0,-0.041956181,-0.029384913,#N/A,308.64125,0,308.64125,4.1315,293.358,11.15175,24.367
OM-US,"Outset Medical, Inc.",12/31/2021,12/31/2021,12/31/2021,0,46.09,2170.5762,1835.5812,91.697,-121.335,-122.647,-127.566,4.919,-1.849026988,-1.869020588,-1.943981347,1.397372792,387.2245,340.40125,4.16625,22.964,65.621,-0.276256629,-0.332607354,-1.323216681,-1.338604316,-122.746,444.31875,369.04175,-158.341,-0.072948833,-0.066101679,-0.066816439,-0.069496245,-104.422,0.161967785,#N/A,#N/A,#N/A,#N/A,39.773,1.305508762,#N/A,#N/A,#N/A,#N/A,-88.477,0.386202064,#N/A,#N/A,#N/A,#N/A,47.0943,42.701,-0.093287298,0,0,-0.093287298,-0.072948833,#N/A,340.40125,33.311,373.71225,1.011,37.335,335.36625,33.115
PDM-US,"Piedmont Office Realty Trust, Inc. Class A",12/31/2021,12/31/2021,12/31/2021,0,18.38,2281.638,3961.0278,513.846,71.662,219.508,83.147,136.361,#N/A,#N/A,#N/A,#N/A,#N/A,11.4065,#N/A,0,#N/A,0.011996551,0.023950148,0.139462018,0.087530116,44.977,3749.16075,1877.9425,30.671,0.013442536,0.018091769,0.05541693,0.020991269,84.17,-0.148604016,115.401,-0.379017513,106.99,-0.330199084,525.911,-0.022941144,528.226,-0.027223196,551.265,-0.067878425,187.051,0.173519521,204.139,0.075286937,238.246,-0.078649799,124.137,126.028762,0.015239308,0.84,0.04570185,0.060941158,0.059144385,#N/A,11.4065,0,11.4065,258.2585,1426.705,-1673.557,#N/A
EDIT-US,"Editas Medicine, Inc.",12/31/2021,12/31/2021,12/31/2021,0,26.55,1815.9801,1286.832,24.494,-217.411,-161.55,-168.058,6.508,-4.637235716,-3.445756792,-3.584568214,0.522441144,558.82575,548.95925,5.78375,42.801,46.88375,-0.302307846,-0.382778078,-8.876092104,-8.719074059,-213.565,706.44875,557.93425,-290.149,-0.159775429,-0.16895057,-0.125540863,-0.130598244,-108.388,1.005858582,-123.916,0.75450305,-70.577,2.080479476,91.597,-0.732589495,29.485,-0.169272511,5.947,3.118715319,-107.779,0.498900528,-72.103,1.240544776,-44.537,2.627321104,68.3985,62.1877,-0.090803161,0,0,-0.090803161,-0.159775429,#N/A,548.95925,104.6155,653.57475,8.328,20.16425,625.0825,161.735
WRE-US,Washington Real Estate Investment Trust,12/31/2021,12/31/2021,12/31/2021,0,25.85,2187.8484,2376.5784,224.658,3.59,95.15,56.833,38.317,#N/A,#N/A,#N/A,#N/A,#N/A,81.582,#N/A,0,#N/A,-0.002135152,-0.003705959,0.015979845,-0.021410321,-4.81,2252.76725,1297.90975,-49.59,-0.022666104,0.001510575,0.04003655,0.023913791,35.92,-0.900055679,76.357,-0.952984009,69.508,-0.948351269,303.556,-0.259912504,335.291,-0.329961138,315.414,-0.287736118,123.867,-0.231837374,137.229,-0.306633438,116.018,-0.179868641,84.6363,82.351,-0.027001417,0.68,0.026305609,-0.000695807,0.003639505,Real Estate,81.582,0,81.582,0,863.866,-782.284,#N/A
EGHT-US,"8x8, Inc.",12/31/2021,12/31/2021,12/31/2021,0,16.76,1909.802,2161.745,581.288,-150.389,8.133,-20.755,28.888,-0.710416704,0.03841916,-0.098043731,2.745923603,241.56,155.28275,31.606,157.02,211.69125,-0.252215669,-1.076424785,-0.258716849,-0.295015552,-171.489,679.93,159.3135,-18.957,-0.00992616,-0.069568335,0.003762238,-0.00960104,-149.302,0.007280545,-60.478,1.48667284,-6.16,23.4137987,490.985,0.183922116,323.826,0.795062781,233.726,1.487048938,-62.458,-1.130215505,6.317,0.287478233,29.876,-0.727774803,113.95,105.986231,-0.069888276,0,0,-0.069888276,-0.00992616,Information Technology,155.28275,9.19575,164.4785,13.14125,391.76475,-240.4275,102.819
CVA-US,Covanta Holding Corporation,12/31/2021,12/31/2021,11/29/2021,0,20.26,2662.8325,5130.8325,2034,147,310,156,154,0.054283604,0.114475628,0.05760709,0.751107829,407,64,73,2438,2708,0.006780121,0.092850511,0.072271386,0.012291052,25,3687.25,269.25,0,0,0.028650321,0.060419045,0.030404423,122,0.204918033,126,0.166666667,132,0.113636364,1898,0.071654373,1863,0.09178744,1674,0.215053763,305,0.016393443,276,0.123188406,255,0.215686275,131.433,132,0.004313985,0.32,0.015794669,0.020108654,0.015794669,#N/A,64,192,256,40.75,2533.75,-2318.5,#N/A
