Symbol,Company_Name,StartDate,EndDate,AdjEndDate,Total_Return,Price,MarketCap,EnterpriseValue,Sales,EBIT,OCF,FCF,Capex,EBIT_ROIC,OCF_ROIC,FCF_ROIC,Sales_Capital,CurrentAssets,Cash,AccountsPayable,NetFixedAssets,TangibleCapital,ROA,ROE,EBITMargin,NetMargin,NetIncome,TotalAssets,ShareHoldersEquity,NetEquityChange,BuyBackYield,EBIT_EV,OCF_EV,FCF_EV,EBIT1year,EBITGrowth1year,EBIT3year,EBITGrowth3year,EBIT5year,EBITGrowth5year,Sales1year,SalesGrowth1year,Sales3year,SalesGrowth3year,Sales5year,SalesGrowth5year,OCF1year,OCFGrowth1year,OCF3year,OCFGrowth3year,OCF5year,OCFGrowth5year,SharesOutstanding,SharesOutstanding1year,NetRepurchase1year,DividendsPerShare,DividendYield,ShareholderYield1,ShareholderYield2,Sector,Cash,Investments,Cash+LT,ST_Debt,LT_Debt,Net_Cash,R_D
ICFI-US,"ICF International, Inc.",12/31/2020,12/31/2020,12/31/2020,0,74.33,1401.69,1923.288,1469.176,95.649,180.247,161.122,19.125,0.183960461,0.346666679,0.309883819,2.825646837,435.79875,20.611,95.32625,200.08175,519.94325,0.038884204,0.086726881,0.065103841,0.041872451,61.518,1582.082,709.33025,21.292,0.015190235,0.049732021,0.093718153,0.083774245,104.266,-0.08264439,84.202,0.13594689,72.803,0.31380575,1459.799,0.006423487,1197.547,0.22682116,1127.853,0.302630751,70.681,1.550147847,92.523,0.948131816,102.138,0.764739862,18.857661,18.811087,-0.002469765,0.56,0.00753397,0.005064205,0.022724205,#N/A,20.611,0,20.611,40.6105,492.4415,-512.441,#N/A
RIG-US,Transocean Ltd.,12/31/2020,12/31/2020,12/31/2020,0,2.31,1420.3312,8030.331,3301,158,267,-79,346,0.008156523,0.013783491,-0.004078261,0.170409375,3347.5,2035,258.25,18316.75,19371,-0.025028809,-0.050843379,0.047864284,-0.176007271,-581,23213.25,11427.25,0,0,0.019675403,0.033248941,-0.009837702,-134,-2.179104478,948,-0.833333333,3064,-0.94843342,2990,0.104013378,3318,-0.005123568,7772,-0.575270201,431,-0.380510441,1520,-0.824342105,3051,-0.912487709,614.861972,611.849468,-0.00489948,0,0,-0.00489948,0,#N/A,2035,134.75,2169.75,603.75,8525.75,-6959.75,#N/A
MYGN-US,"Myriad Genetics, Inc.",12/31/2020,12/31/2020,12/31/2020,0,19.775,1487.08,1618.38,597.5,-155.3,-15.4,-25.7,10.3,-0.585430214,-0.058052964,-0.096880596,2.252379606,361.675,175.325,23.025,101.95,265.275,-0.129107357,-0.200521708,-0.259916318,-0.324853556,-194.1,1503.4,967.975,-3.9,-0.002622589,-0.095960158,-0.009515689,-0.015880078,13.7,-12.33576642,82.1,-2.891595615,151.582,-2.024527978,835.1,-0.284516824,784.1,-0.23797985,737.778,-0.190135786,91.7,-1.167938931,132.6,-1.116138763,158.419,-1.097210562,75.2,74.4,-0.010638298,0,0,-0.010638298,-0.002622589,Health Care,175.325,39.4,214.725,13.2,281.075,-79.55,73.5
AAT-US,"American Assets Trust, Inc.",12/31/2020,12/31/2020,12/31/2020,0,28.88,1740.971,3006.609,357.066,102.159,140.853,62.126,78.727,#N/A,#N/A,#N/A,#N/A,#N/A,118.23125,#N/A,21.74625,#N/A,0.013386949,0.028928178,0.28610677,0.105322265,37.607,2809.2285,1300.01275,-1.301,-0.000747284,0.033978146,0.046847794,0.020663146,105.783,-0.034258813,94.964,0.075765553,95.284,0.072152722,346.199,0.031389461,306.328,0.165632916,267.71,0.333779089,139.706,0.008210098,144.785,-0.027157509,112.874,0.247878165,60.282929,59.956972,-0.005407119,1.05,0.036357341,0.030950221,0.035610057,Real Estate,118.23125,0.1085,118.33975,202.399,1189.1475,-1273.20675,#N/A
EPAC-US,Enerpac Tool Group Corp Class A,12/31/2020,12/31/2020,12/31/2020,0,22.61,1352.6597,1505.4387,493.292,28.557,-3.393,-15.446,12.053,0.104629691,-0.012431577,-0.056592436,1.807367349,373.041,159.7366667,53.15033333,112.78,272.934,0.006524417,0.015879063,0.057890661,0.011265133,5.557,851.7236667,349.9576667,27.52,0.020345102,0.018969221,-0.002253828,-0.010260132,105.987,-0.730561295,82.454,-0.653661435,137.907,-0.792925667,1018.028,-0.515443583,1095.784,-0.549827338,1249.254,-0.605130742,53.845,-1.063014207,87.847,-1.038623971,128.968,-1.026308852,59.794715,60.465111,0.011211626,0.04,0.001769129,0.012980755,0.022114231,Industrials,159.7366667,0,159.7366667,12.40133333,315.9956667,-168.6603333,#N/A
GVA-US,Granite Construction Incorporated,12/31/2020,12/31/2020,12/31/2020,0,26.71,1248.4591,1528.2721,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73.408,#N/A,79.102,#N/A,#N/A,#N/A,2855.12,#N/A,2330.656,#N/A,#N/A,#N/A,158.06,#N/A,81.846,#N/A,#N/A,#N/A,#N/A,0.52,0.019468364,#N/A,#N/A,Industrials,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
JOE-US,St. Joe Company,12/31/2020,12/31/2020,12/31/2020,0,42.45,2499.5642,2729.798,139.356,36.001,38.211,32.831,5.38,#N/A,#N/A,#N/A,#N/A,#N/A,130.5385,#N/A,19.83875,#N/A,0.035397743,0.065205961,0.258338356,0.244732914,34.105,963.4795,523.035,10.854,0.004342357,0.013188155,0.013997739,0.012026897,14.827,1.428070412,3.337,9.788432724,-4.69,-8.676119403,100.725,0.383529412,95.981,0.451912358,98.443,0.415600906,10.19,2.749852797,52.104,-0.266639797,43.729,-0.126186284,58.882549,59.536213,0.01110115,0,0,0.01110115,0.004342357,Real Estate,130.5385,280.772,411.3105,1.46725,290.2125,119.63075,#N/A
LASR-US,"nLIGHT, Inc.",12/31/2020,12/31/2020,12/31/2020,0,32.65,1284.2877,1186.2267,199.981,-25.228,14.467,-9.27,23.737,-0.226112052,0.129663987,-0.083084617,1.792378084,200.93,116.13825,18.6725,45.45375,111.573,-0.100159019,-0.126636576,-0.126151984,-0.135667888,-27.131,270.87925,214.243,-3.039,-0.002366292,-0.021267436,0.012195814,-0.007814695,1.276,-20.77115987,8.3,-4.039518072,#N/A,#N/A,179.885,0.111715818,129.794,0.540756892,#N/A,#N/A,-0.701,-21.63766049,#N/A,#N/A,#N/A,#N/A,39.335,37.744,-0.040447439,0,0,-0.040447439,-0.002366292,#N/A,116.13825,0.07275,116.211,1.95475,13.21775,101.0385,37.955
AAWW-US,"Atlas Air Worldwide Holdings, Inc.",12/31/2020,12/31/2020,12/31/2020,0,54.54,1425.596,3486.776,3025.69,419.008,889.762,655.361,234.401,0.090853016,0.192926057,0.142101161,0.656056834,913.94675,454.60975,84.348,4236.94375,4611.93275,-0.041715426,-0.123562488,0.138483453,-0.077313274,-233.926,5607.66175,1893.17975,3.949,0.00277007,0.12017061,0.255181864,0.187956152,209.073,1.004122962,244.219,0.715705985,242.128,0.730522699,2757.098,0.097418373,2058.233,0.470042507,1839.447,0.6448911,354.747,1.508159336,326.444,1.725619095,370.466,1.401737271,26.138539,25.867423,-0.010372271,0,0,-0.010372271,0.00277007,Industrials,454.60975,0,454.60975,454.2485,2449.9575,-2449.59625,#N/A
MEI-US,"Methode Electronics, Inc.",12/31/2020,12/31/2020,12/31/2020,0,38.28,1436.6384,1599.3384,988.2,150.9,129.5,96,33.5,0.289154318,0.248147675,0.183955033,1.893587123,542.5,169.4,78.7,227.4666667,521.8666667,0.096239346,0.165309481,0.152701882,0.132159482,130.6,1357.033333,790.0333333,-0.1,-6.96E-05,0.094351514,0.080970982,0.06002482,136,0.109558824,127.1,0.187254131,117.1,0.288642186,1040.3,-0.050081707,846.6,0.167257264,845,0.169467456,133.6,-0.030688623,126.7,0.022099448,108.8,0.190257353,37.529738,37.091487,-0.011677433,0.44,0.011494253,-0.00018318,0.011424646,Information Technology,169.4,0,169.4,20.93333333,324.6,-176.1333333,#N/A
IMGN-US,"ImmunoGen, Inc.",12/31/2020,12/31/2020,12/31/2020,0,6.45,1126.0732,1061.3862,91.365,-48.369,-116.839,-117.737,0.898,-1.267788925,-3.062440616,-3.085977891,2.394747361,235.0805,207.81175,10.27975,21.16325,38.15225,-0.269820518,1.922160961,-0.529404039,-0.776511793,-70.946,262.93775,-36.9095,-100.598,-0.089335223,-0.045571537,-0.110081514,-0.110927578,-118.793,-0.592829544,-77.408,-0.375142104,-54.455,-0.111762005,51.193,0.78471666,89.845,0.016918025,85.541,0.06808431,-95.272,0.226372911,#N/A,#N/A,-55.291,1.113164891,174.585,149.688,-0.142606753,0,0,-0.142606753,-0.089335223,#N/A,207.81175,0,207.81175,54.0525,82.6465,71.11275,101.069
NTGR-US,"NETGEAR, Inc.",12/31/2020,12/31/2020,12/31/2020,0,40.63,1225.6447,955.0707,1141.4,44.148,184.631,176.086,8.545,0.093132315,0.389487913,0.371461827,2.407837814,741.539,242.69775,70.89425,46.08825,474.03525,0.028398723,0.043800127,0.038678815,0.023589452,26.925,948.106,614.72425,30.75,0.025088837,0.04622485,0.193316579,0.184369597,45.204,-0.023360765,105.596,-0.581915982,86.092,-0.48719974,1032.667,0.105293381,1381.609,-0.17386178,1294.488,-0.118261428,-213.111,-1.866360723,85.578,1.157458693,157.063,0.175521924,30.166,30.581,0.01375721,0,0,0.01375721,0.025088837,Information Technology,242.69775,7.73575,250.4335,8.94975,26.2075,215.27625,86.233
DRNA-US,"Dicerna Pharmaceuticals, Inc.",12/31/2020,12/31/2020,12/31/2020,0,22.03,1645.2225,1056.8975,130.431,-122.922,221.141,212.612,8.529,-1.267848164,2.280903425,2.192933192,1.345297863,649.0195,583.72325,6.89675,38.55375,96.95325,-0.166045358,-0.717254234,-0.94242933,-0.888063421,-115.831,697.5865,161.49225,-100.53,-0.061104197,-0.116304561,0.209235995,0.201166149,-106.301,0.156357889,-58.894,1.087173566,-61.963,0.983796782,18.365,6.10215083,0.992,130.4828629,0.184,707.8641304,77.32,1.860075013,-50.963,-5.33924612,-47.854,-5.621160196,74.680999,68.360051,-0.084639307,0,0,-0.084639307,-0.061104197,#N/A,583.72325,5.3455,589.06875,2.94,19.9095,566.21925,184.235
YMAB-US,"Y-mAbs Therapeutics, Inc.",12/31/2020,12/31/2020,12/31/2020,0,49.51,2003.7902,1876.9271,0,-123.598,-98.115,-99.393,1.278,115.5121495,91.69626168,92.89065421,0,174.58,170.559,9.73125,4.64025,-1.07,-0.679867511,-0.769780433,#DIV/0!,#DIV/0!,-122.54,180.241,159.18825,-135.289,-0.067516549,-0.065851252,-0.052274273,-0.052955173,-73.324,0.685641809,#N/A,#N/A,#N/A,#N/A,0,#DIV/0!,#N/A,#N/A,#N/A,#N/A,-62.495,0.569965597,#N/A,#N/A,#N/A,#N/A,40.472435,34.593666,-0.145253652,0,0,-0.145253652,-0.067516549,#N/A,170.559,0,170.559,0.88,1.79325,167.88575,86.513
TBK-US,"Triumph Bancorp, Inc.",12/31/2020,12/31/2020,12/31/2020,0,48.55,1206.5452,1997.1091,350.254,#N/A,80.52,52.639,27.881,#N/A,#N/A,#N/A,#N/A,300.607,#N/A,#N/A,107.568,#N/A,0.008882623,0.075451458,#N/A,0.138765011,48.603,5471.69475,644.1625,7.822,0.006482973,#N/A,0.040318278,0.026357599,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,335.529,0.043885923,184.787,0.895447191,140.715,1.489102086,82.198,-0.020414122,43.168,0.865270571,24.739,2.254779902,24.851601,25.357985,0.020376313,0,0,0.020376313,0.006482973,Financials,#N/A,273.84725,#N/A,520.1715,217.31625,#N/A,#N/A
BRMK-US,Broadmark Realty Capital Inc,12/31/2020,12/31/2020,12/31/2020,0,10.2,1348.8104,1175.2084,119.868,100.309,153.869843,153.174843,0.695,#N/A,#N/A,#N/A,#N/A,#N/A,222.055,#N/A,0.172666667,#N/A,0.053043524,0.053742448,0.836828845,0.529332265,63.45,1196.1875,1180.631,-527.709,-0.391240311,0.085354223,0.130929836,0.130338451,-4.6802,-22.43263108,#N/A,#N/A,#N/A,#N/A,0,#DIV/0!,#N/A,#N/A,#N/A,#N/A,-3.461176,-45.45594301,#N/A,#N/A,#N/A,#N/A,132.236307,43.125,-0.673879277,0.72,0.070588235,-0.603291042,-0.320652075,#N/A,222.055,0,222.055,0.1295,0,221.9255,#N/A
SYKE-US,"Sykes Enterprises, Incorporated",12/31/2020,12/31/2020,12/31/2020,0,37.67,1485.3657,1545.7377,1680.284,126.602,146.619,96.718,49.901,0.182255688,0.211072074,0.139234812,2.418929531,550.46525,136.92025,28.8095,309.904,694.6395,0.039488044,0.062978325,0.075345596,0.03218325,54.077,1369.4525,858.6605,55.244,0.037192188,0.081903935,0.094853739,0.062570771,89.775,0.410214425,100.236,0.263039227,127.403,-0.006287136,1605.85,0.046351776,1558.888,0.077873459,1340.915,0.25308763,117.23,0.250695215,145.798,0.005631079,122.487,0.197016826,39.431,41.304,0.047500697,0,0,0.047500697,0.037192188,Information Technology,136.92025,3.755,140.67525,53.29275,202.10075,-114.71825,#N/A
SIG-US,Signet Jewelers Limited,12/31/2020,12/31/2020,12/31/2020,0,27.27,1426.221,3842.821,5193.7,115.4,778,695.9,82.1,0.024361753,0.164241281,0.146909393,1.096426661,3651.9,881.7,286.4,2253.133333,4736.933333,-0.012513351,-0.049610661,0.022219227,-0.015865375,-82.4,6584.966667,1660.933333,0,0,0.030030022,0.202455436,0.181090923,275.8,-0.581580856,370,-0.688108108,471,-0.754989384,6138.5,-0.153913823,6229.8,-0.166313525,6434,-0.19277277,768.6,0.012230029,1799.7,-0.567705729,395.9,0.965142713,52.3,52.3,0,1.48,0.054272094,0.054272094,0.054272094,Consumer Discretionary,881.7,6.8,888.5,413.9666667,2407.933333,-1933.4,0
TTGT-US,"TechTarget, Inc.",12/31/2020,12/31/2020,12/31/2020,0,59.11,1660.9146,1650.0906,138.346,22.296,45.713,39.206,6.507,0.344224141,0.70575521,0.605294747,2.135900296,83.3235,55.1375,1.7995,38.38525,64.77175,0.080422279,0.116229841,0.161161147,0.128988189,17.845,221.89125,153.532,16.439,0.009897559,0.013511985,0.027703327,0.023759907,21.624,0.031076582,6.89,2.235994194,11.413,0.953561728,129.887,0.06512584,104.923,0.318547887,113.068,0.223564581,36.497,0.252513905,13.453,2.397978146,7.815,4.849392194,28.098707,28.001487,-0.003459946,0,0,-0.003459946,0.009897559,Communication Services,55.1375,0,55.1375,4.17975,48.89175,2.066,7.873
BGCP-US,"BGC Partners, Inc. Class A",12/31/2020,12/31/2020,12/31/2020,0,4,1444.7975,2308.5654,2069.2624,152.6474,258.028,157.47,100.558,#N/A,#N/A,#N/A,#N/A,#N/A,679.25225,#N/A,372.3425,#N/A,0.009722256,0.065710578,0.073768991,0.022013158,45.551,4685.2295,693.2065,0.006,4.15E-06,0.06612219,0.111769846,0.068211193,149.084,0.023901961,256.1785,-0.404136569,89.105,0.713118231,2087.644,-0.00880495,2969.663,-0.303199589,2420.276,-0.145030401,81.371,2.17100687,688.609,-0.625290985,154.578,0.669241419,361.19938,348.19938,-0.035991202,0.3,0.075,0.039008798,0.075004153,#N/A,679.25225,184.32275,863.575,45.5835,1425.26075,-607.26925,#N/A
ASTE-US,"Astec Industries, Inc.",12/31/2020,12/31/2020,12/31/2020,0,57.88,1308.4932,1204.0852,1068.775,10.5444,132.967,116.597,16.37,0.018305654,0.230837972,0.202418758,1.855451754,526.01225,82.82225,55.66875,188.4975,576.01875,0.016395607,0.021465945,0.009865874,0.012344974,13.194,804.72775,614.648,-0.064,-4.89E-05,0.008757188,0.110429893,0.09683451,-4.134,-3.55065312,56.976,-0.814932603,56.447,-0.813198221,1203.394,-0.111866105,1198.927,-0.108557068,1007.649,0.060661996,74.924,0.774691688,48.782,1.725739002,28.162,3.721504155,22.607,22.546,-0.002698279,0.44,0.007601935,0.004903656,0.007553024,Industrials,82.82225,15.17875,98.001,2.66175,3.14525,92.194,#N/A
LESL-US,"Leslie's, Inc.",12/31/2020,12/31/2020,12/31/2020,0,27.75,5178.3228,6393.835,1112.23,362.127,#N/A,#N/A,#N/A,1.317122406,#N/A,#N/A,4.045384778,381.2675,152.9865,112.731,159.388,274.938,0.084365719,-0.069056641,0.325586434,0.052652779,58.562,694.1445,-848.0285,#N/A,#N/A,0.056636901,#N/A,#N/A,307.365,0.178166024,#N/A,#N/A,#N/A,#N/A,928.204,0.198260296,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,186.606225,186.606228,1.61E-08,#N/A,#N/A,#N/A,#N/A,#N/A,152.9865,0,152.9865,35.5705,1246.282,-1128.866,0
MODN-US,"Model N, Inc.",12/31/2020,12/31/2020,12/31/2020,0,35.68,1242.4132,1159.8872,161.056,-6.606,14.406,13.827,0.579,-0.164491008,0.358712906,0.344295665,4.010333601,165.1165,127.48375,3.04025,5.56775,40.16025,-0.05604979,-0.148875724,-0.041016789,-0.084840056,-13.664,243.78325,91.78125,-4.234,-0.003407884,-0.005695381,0.012420173,0.011920987,-15.011,-0.559922723,-36.411,-0.818571311,-19.139,-0.654840901,141.235,0.140340567,131.169,0.227851093,93.768,0.717600887,10.45,0.378564593,-11.965,-2.204011701,-8.772,-2.642270862,34.821,32.995,-0.05243962,0,0,-0.05243962,-0.003407884,#N/A,127.48375,0,127.48375,3.80575,78.878,44.8,34.361
AKR-US,Acadia Realty Trust,12/31/2020,12/31/2020,12/31/2020,0,14.19,1224.1162,3678.424,344.123,76.569,198.388,202.445,-4.057,#N/A,#N/A,#N/A,#N/A,#N/A,36.4385,#N/A,0,#N/A,0.005293116,0.01546352,0.222504744,0.066118801,22.753,4298.602,1471.3985,12.638,0.010324183,0.020815708,0.05393288,0.055035798,39.803,0.923699219,27.571,1.777157158,69.601,0.100113504,288.634,0.192246929,238.302,0.444062576,213.65,0.610685701,124.08,0.598871696,137.283,0.445102453,106.472,0.863288001,86.266122,86.644196,0.004382647,0.58,0.040873855,0.045256502,0.051198038,Real Estate,36.4385,273.2845,309.723,156.69675,1762.449,-1609.42275,#N/A
BCRX-US,"BioCryst Pharmaceuticals, Inc.",12/31/2020,12/31/2020,12/31/2020,0,7.45,1315.4166,1250.6597,53.521,-122.461,-103.025,-103.464,0.439,-7.505462346,-6.314257259,-6.341162951,3.280226768,164.0315,147.37925,11.25475,10.91875,16.31625,-0.711112502,-3.287022178,-2.288092524,-2.334466845,-124.943,175.70075,38.011,-172.472,-0.131115876,-0.097917123,-0.082376525,-0.08272754,-124.608,-0.017230033,-47.738,1.565272948,-37.406,2.273833075,11.839,3.520736549,30.279,0.767594703,49.101,0.090018533,-103.121,-0.000930945,-36.478,1.824305061,-12.178,7.459927739,176.566,110.438,-0.374522841,0,0,-0.374522841,-0.131115876,#N/A,147.37925,0.7505,148.12975,46.21275,37.8245,64.0925,114.384
NYMT-US,"New York Mortgage Trust, Inc.",12/31/2020,12/31/2020,12/31/2020,0,3.69,1393.8772,3492.8484,318.668,74.006,85.315,84.832,0.483,#N/A,#N/A,#N/A,#N/A,#N/A,393.88775,#N/A,9.4,#N/A,-0.032419866,-0.140725969,0.23223543,-0.952232417,-303.446,9359.87825,2156.29,-868.657,-0.623194784,0.021187865,0.024425624,0.024287341,623.768,-0.88135653,334.481,-0.778743785,383.064,-0.806805129,716.246,-0.555085822,380.954,-0.163500055,419.704,-0.240731563,31.474,1.71065006,35.425,1.408327452,37.545,1.272339859,377.744476,262.621039,-0.304765375,0.325,0.088075881,-0.216689495,-0.535118903,Financials,393.88775,1507.42875,1901.3165,1519.45,5601.9485,-5220.082,#N/A
BRP-US,BRP Group Inc Class A,12/31/2020,12/31/2020,12/31/2020,0,29.97,1016.9681,1253.2351,207.830339,0.62132,28.29024,23.901963,4.388277,#N/A,#N/A,#N/A,#N/A,#N/A,97.3675,#N/A,5.3745,#N/A,-0.023965021,-0.096570769,0.002989554,-0.070451172,-14.641891,610.96925,151.61825,-343.814742,-0.338078197,0.000495773,0.022573769,0.01907221,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.932868,18.8593,-0.444217329,0,0,-0.444217329,-0.338078197,#N/A,97.3675,0.05,97.4175,0,106.9315,-9.514,#N/A
INO-US,"Inovio Pharmaceuticals, Inc.",12/31/2020,12/31/2020,12/31/2020,0,8.85,1482.6268,1220.1097,2.110127,-125.16366,-140.499904,-141.172934,0.67303,-5.619514815,-6.308071305,-6.338288559,0.09473908,282.217926,267.1080155,18.07676975,25.239896,22.27303675,-0.524030463,-1.030105125,-59.31569996,-85.17724999,-179.734815,342.9854325,174.4820123,-345.480873,-0.233019444,-0.10258394,-0.115153501,-0.115705116,-107.98666,0.159065944,-83.11841,0.505847621,-31.76908,2.93979492,6.335065,-0.666913126,41.946804,-0.949695166,37.093657,-0.943113536,-101.393807,0.385685262,-64.163453,1.189718561,-13.840262,9.151534993,167.528435,99.046158,-0.40878002,0,0,-0.40878002,-0.233019444,#N/A,267.1080155,13.17063175,280.2786473,2.16790175,91.251398,186.8593475,89.94683
ALEX-US,"Alexander & Baldwin, Inc.",12/31/2020,12/31/2020,12/31/2020,0,17.18,1243.832,1916.232,340.6,32.5,101.9,79.3,22.6,#N/A,#N/A,#N/A,#N/A,#N/A,91.7,#N/A,50.5,#N/A,0.005271084,0.010072622,0.095419847,0.032883147,11.2,2124.8,1111.925,0,0,0.016960368,0.053177277,0.041383298,190.8,-0.82966457,43.4,-0.251152074,72.9,-0.554183813,627.3,-0.4570381,414.2,-0.177691936,614,-0.445276873,376.2,-0.72913344,17.6,4.789772727,151.1,-0.325612177,72.4,72.3,-0.001381215,0.38,0.022118743,0.020737527,0.022118743,Real Estate,91.7,133,224.7,8.875,775.775,-559.95,#N/A
SCS-US,Steelcase Inc. Class A,12/31/2020,12/31/2020,12/31/2020,0,13.55,1557.0126,1765.9126,2865.3,145.8,179.2,122.8,56.4,0.137124585,0.168537212,0.115493134,2.694808452,1183.866667,564.8,203.4666667,647.6666667,1063.266667,0.033441137,0.090123236,0.050884724,0.029351202,84.1,2514.866667,933.1666667,42.7,0.027424312,0.082563542,0.101477276,0.069539115,235,-0.379574468,169.5,-0.139823009,208.5,-0.300719424,3689.9,-0.223474891,3051.9,-0.061142239,3062,-0.064239059,303.9,-0.410332346,160.4,0.117206983,207.2,-0.135135135,114.908676,117.202,0.019957797,0.46,0.033948339,0.053906136,0.061372652,#N/A,564.8,57.46666667,622.2666667,126.9666667,686.6333333,-191.3333333,#N/A
CLNE-US,Clean Energy Fuels Corp.,12/31/2020,12/31/2020,12/31/2020,0,7.86,1559.5254,1543.0864,339.698,27.948,63.899,39.078,24.821,0.059724776,0.136551935,0.083509546,0.725933413,248.05625,98.3355,20.39175,338.6175,467.9465,0.047016545,0.064543525,0.082273078,0.099444212,33.781,718.49175,523.38325,13.157,0.008436541,0.018111753,0.041409865,0.02532457,-19.059,-2.46639383,-62.054,-1.450381925,-49.314,-1.566735613,320.679,0.05930853,354.131,-0.040756104,397.085,-0.144520695,16.634,2.84146928,-3.034,-22.06097561,-20.612,-4.100087328,198.412898,204.719995,0.031787737,0,0,0.031787737,0.008436541,#N/A,98.3355,36.128,134.4635,35.2275,58.7485,40.4875,#N/A
HURN-US,Huron Consulting Group Inc.,12/31/2020,12/31/2020,12/31/2020,0,58.95,1348.3552,1598.4432,926.112,63.818,158.46,139.833,18.627,0.220625425,0.547812604,0.483417139,3.201664941,285.48375,80.1425,5.90675,89.825,289.2595,-0.002891015,-0.006031823,0.068909592,-0.003520093,-3.26,1127.6315,540.46675,33.734,0.02501863,0.039925097,0.099133957,0.087480744,66.83,-0.04506958,47.433,0.345434613,114.318,-0.441750206,938.955,-0.013677972,797.705,0.160970534,889.377,0.041304194,104.536,0.515841433,101.933,0.554550538,137.569,0.15185834,22.872862,22.920767,0.002094403,0,0,0.002094403,0.02501863,#N/A,80.1425,61.84525,141.98775,8.8575,387.0465,-253.91625,#N/A
GMS-US,GMS Inc.,12/31/2020,12/31/2020,12/31/2020,0,30.48,1301.1912,2326.393,3147.631,163.409,258.486,236.085,22.401,0.167456365,0.264888261,0.241932426,3.225592495,866.274,130.5223333,179.159,419.2376667,975.8303333,0.011144118,0.037234984,0.051914916,0.007977746,25.111,2253.296333,674.3926667,-4.673,-0.003591325,0.070241356,0.111110204,0.101481134,166.991,-0.021450258,118.799,0.375508211,#N/A,#N/A,3213.156,-0.020392723,2467.661,0.275552436,#N/A,#N/A,216.599,0.193385011,95.38,1.710065003,#N/A,#N/A,42.69,42.169,-0.012204263,0,0,-0.012204263,-0.003591325,Industrials,130.5223333,0,130.5223333,82.32466667,1110.174333,-1061.976667,0
ECPG-US,"Encore Capital Group, Inc.",12/31/2020,12/31/2020,12/31/2020,0,38.95,1220.8877,4305.586,1452.662,509.22,297.769,266.221,31.548,#N/A,#N/A,#N/A,#N/A,#N/A,211.07925,#N/A,192.50425,#N/A,0.045818542,0.212905343,0.350542659,0.149802914,217.613,4749.45275,1022.1115,0,0,0.118269615,0.069158763,0.061831537,451.294,0.128355352,342.183,0.488151077,359.276,0.417350449,1396.4,0.040290748,1141.962,0.272075603,1139.525,0.274796077,263.715,0.129131828,126.755,1.349169658,76.162,2.909679368,31.345,31.059,-0.009124262,0,0,-0.009124262,0,Financials,211.07925,3229.99525,3441.0745,53.73475,3350.59075,36.749,#N/A
TTEC-US,"TTEC Holdings, Inc.",12/31/2020,12/31/2020,12/31/2020,0,72.93,3408.3618,3806.1997,1838.267,188.909,240.376,176.211,64.165,0.272200719,0.346359993,0.253904053,2.648775858,768.26675,326.7695,66.87575,319.38475,694.00625,0.064199801,0.238845901,0.102764724,0.05575251,102.488,1596.39125,429.09675,0,0,0.04963192,0.063153807,0.046295784,134.777,0.40164123,133.716,0.412762871,110.334,0.712155818,1609.384,0.142217768,1422.563,0.292221856,1291.591,0.423257827,186.633,0.287960864,150.394,0.598308443,148.347,0.620363068,46.734704,46.485595,-0.005330279,0.66,0.009049774,0.003719495,0.009049774,Information Technology,326.7695,2.628,329.3975,52.03425,628.73125,-351.368,#N/A
AIR-US,AAR CORP.,12/31/2020,12/31/2020,12/31/2020,0,36.22,1278.2885,1487.2885,1774,14.5,48.6,29.2,19.4,0.011712439,0.039256866,0.02358643,1.432956381,1223.666667,201.2333333,222.1666667,437.7333333,1238,-0.006350392,-0.013112466,0.008173619,-0.006708005,-11.9,1873.9,907.5333333,-1.1,-0.000860526,0.009749285,0.032676915,0.019633044,110,-0.868181818,56.2,-0.741992883,-30.7,-1.472312704,2194.6,-0.191652237,1827.9,-0.02948739,1597.5,0.110485133,83.7,-0.419354839,13.1,2.709923664,-89.9,-1.540600667,35.292336,34.913642,-0.010730205,#N/A,#N/A,#N/A,#N/A,Industrials,201.2333333,5.933333333,207.1666667,9.2,426.6666667,-228.7,#N/A
